"Amount","Currency","Cost Center","Funding Pool","GL account","Register","Date","Description"
"-66790,00","MMK","MM009","MM-COFI-11","61259 Other rentals","BNK-MMK-1","6/02/2012","Test fin contract 767"
"-7050,00","MMK","MM009","MM-COFI-11","61301 Vehicle maintenance and repairs","BNK-MMK-1","7/02/2012","Test fin contract 768"
"-62240,00","MMK","MM009","MM-COFI-11","61302 Other maintenance and repairs","BNK-MMK-1","8/02/2012","Test fin contract 769"
"-137040,00","MMK","MM009","MM-COFI-11","6135 Subcontracting","BNK-MMK-1","9/02/2012","Test fin contract 770"
"-101250,00","MMK","MM009","MM-COFI-11","6140 Insurance premiums","BNK-MMK-1","10/02/2012","Test fin contract 771"
"-76060,00","MMK","MM009","MM-COFI-11","61450 Telecommunication costs","BNK-MMK-1","11/02/2012","Test fin contract 772"
"-130010,00","MMK","MM009","MM-COFI-11","6200 Staff with MSF contracts","BNK-MMK-1","12/02/2012","Test fin contract 773"
"-75930,00","MMK","MM009","MM-COFI-11","62150 Social Security and Provident Fund contributions","BNK-MMK-1","13/02/2012","Test fin contract 774"
"-93680,00","MMK","MM009","MM-COFI-11","62151 Payroll taxes","BNK-MMK-1","14/02/2012","Test fin contract 775"
"-82890,00","MMK","MM009","MM-COFI-11","62501 Expat posting tariff (HQ only)","BNK-MMK-1","15/02/2012","Test fin contract 776"
"-92240,00","MMK","MM009","MM-COFI-11","6260 Perdiem and team living expenses","BNK-MMK-1","16/02/2012","Test fin contract 777"
"-66780,00","MMK","MM009","MM-COFI-11","6265 HQ employees salaries and charges","BNK-MMK-1","17/02/2012","Test fin contract 778"
"-147430,00","MMK","MM009","MM-COFI-11","6000 Medicines","BNK-MMK-1","18/02/2012","Test fin contract 779"
"-86080,00","MMK","MM009","MM-COFI-11","6005 Medical material","BNK-MMK-1","19/02/2012","Test fin contract 780"
"-77520,00","MMK","MM009","MM-COFI-11","6010 Laboratory material and reagents","BNK-MMK-1","20/02/2012","Test fin contract 781"
"-56800,00","MMK","MM009","MM-COFI-11","60151 Vaccination supplies","BNK-MMK-1","21/02/2012","Test fin contract 782"
"-125680,00","MMK","MM009","MM-COFI-11","6020 Cold chain supplies","BNK-MMK-1","22/02/2012","Test fin contract 783"
"-11240,00","MMK","MM009","MM-COFI-11","6025 Surgery material and supplies","BNK-MMK-1","23/02/2012","Test fin contract 784"
"-84580,00","MMK","MM009","MM-COFI-11","6030 Physiotherapy materials","BNK-MMK-1","24/02/2012","Test fin contract 785"
"-115810,00","MMK","MM009","MM-COFI-11","60350 Specialized Food","BNK-MMK-1","25/02/2012","Test fin contract 786"
"-73290,00","MMK","MM009","MM-COFI-11","60400 Fuel et other carburants","BNK-MMK-1","26/02/2012","Test fin contract 787"
"-19440,00","MMK","MM009","MM-COFI-11","60401 Vehicle spare parts","BNK-MMK-1","27/02/2012","Test fin contract 788"
"-131370,00","MMK","MM009","MM-COFI-11","606010 Medical equipment","BNK-MMK-1","28/02/2012","Test fin contract 789"
"-87880,00","MMK","MM009","MM-COFI-11","606011 Laboratory equipment","BNK-MMK-1","1/02/2012","Test fin contract 790"
"-26450,00","MMK","MM009","MM-COFI-11","606013 Surgery equipment","BNK-MMK-1","2/02/2012","Test fin contract 791"
"-12430,00","MMK","MM009","MM-COFI-11","606014 Office equipment","BNK-MMK-1","3/02/2012","Test fin contract 792"
"-77400,00","MMK","MM009","MM-COFI-11","606015 IT equipment","BNK-MMK-1","4/02/2012","Test fin contract 793"
"-36490,00","MMK","MM009","MM-COFI-11","606016 Telecommunication equipment","BNK-MMK-1","5/02/2012","Test fin contract 794"
"-63400,00","MMK","MM009","MM-COFI-11","606017 Watsan equipment","BNK-MMK-1","6/02/2012","Test fin contract 795"
"-21140,00","MMK","MM009","MM-COFI-11","60602 Vehicles","BNK-MMK-1","7/02/2012","Test fin contract 796"
"-109560,00","MMK","MM009","MM-COFI-11","60603 Furnitures","BNK-MMK-1","8/02/2012","Test fin contract 797"
"-42940,00","MMK","MM009","MM-COFI-11","61250 Facility rentals","BNK-MMK-1","9/02/2012","Test fin contract 798"
"-8370,00","MMK","MM009","MM-COFI-11","612510 Car and small vehicle rental","BNK-MMK-1","10/02/2012","Test fin contract 799"
"-69160,00","MMK","MM009","MM-COFI-11","612519 Other transport rental","BNK-MMK-1","11/02/2012","Test fin contract 800"
"-122730,00","MMK","MM009","MM-COFI-11","61259 Other rentals","BNK-MMK-1","12/02/2012","Test fin contract 801"
"-132640,00","MMK","MM009","MM-COFI-11","61301 Vehicle maintenance and repairs","BNK-MMK-1","13/02/2012","Test fin contract 802"
"-87040,00","MMK","MM009","MM-COFI-11","61302 Other maintenance and repairs","BNK-MMK-1","14/02/2012","Test fin contract 803"
"-126690,00","MMK","MM009","MM-COFI-11","6135 Subcontracting","BNK-MMK-1","15/02/2012","Test fin contract 804"
"-90520,00","MMK","MM009","MM-COFI-11","6140 Insurance premiums","BNK-MMK-1","16/02/2012","Test fin contract 805"
"-114430,00","MMK","MM009","MM-COFI-11","61450 Telecommunication costs","BNK-MMK-1","17/02/2012","Test fin contract 806"
"-136890,00","MMK","MM009","MM-COFI-11","6200 Staff with MSF contracts","BNK-MMK-1","18/02/2012","Test fin contract 807"
"-46580,00","MMK","MM009","MM-COFI-11","62150 Social Security and Provident Fund contributions","BNK-MMK-1","19/02/2012","Test fin contract 808"
"-125390,00","MMK","MM009","MM-COFI-11","62151 Payroll taxes","BNK-MMK-1","20/02/2012","Test fin contract 809"
"-53340,00","MMK","MM009","MM-COFI-11","62501 Expat posting tariff (HQ only)","BNK-MMK-1","21/02/2012","Test fin contract 810"
"-34690,00","MMK","MM009","MM-COFI-11","6260 Perdiem and team living expenses","BNK-MMK-1","22/02/2012","Test fin contract 811"
"-141020,00","MMK","MM009","MM-COFI-11","6265 HQ employees salaries and charges","BNK-MMK-1","23/02/2012","Test fin contract 812"
"-103000,00","MMK","MM009","MM-COFI-11","6000 Medicines","BNK-MMK-1","24/02/2012","Test fin contract 813"
"-107250,00","MMK","MM009","MM-COFI-11","6005 Medical material","BNK-MMK-1","25/02/2012","Test fin contract 814"
"-94950,00","MMK","MM009","MM-COFI-11","6010 Laboratory material and reagents","BNK-MMK-1","26/02/2012","Test fin contract 815"
"-45820,00","MMK","MM009","MM-COFI-11","60151 Vaccination supplies","BNK-MMK-1","27/02/2012","Test fin contract 816"
"-132950,00","MMK","MM009","MM-COFI-11","6020 Cold chain supplies","BNK-MMK-1","28/02/2012","Test fin contract 817"
"-101580,00","MMK","MM009","MM-COFI-11","6025 Surgery material and supplies","BNK-MMK-1","29/02/2012","Test fin contract 818"
"-12660,00","MMK","MM009","MM-COFI-11","6030 Physiotherapy materials","BNK-MMK-1","30/02/2012","Test fin contract 819"
"-111390,00","MMK","MM009","MM-COFI-11","60350 Specialized Food","BNK-MMK-1","31/02/2012","Test fin contract 820"
"-134760,00","MMK","MM009","MM-COFI-11","60400 Fuel et other carburants","BNK-MMK-1","1/02/2012","Test fin contract 821"
"-128320,00","MMK","MM009","MM-COFI-11","60401 Vehicle spare parts","BNK-MMK-1","2/02/2012","Test fin contract 822"
"-112600,00","MMK","MM009","MM-COFI-11","606010 Medical equipment","BNK-MMK-1","3/02/2012","Test fin contract 823"
"-7910,00","MMK","MM009","MM-COFI-11","606011 Laboratory equipment","BNK-MMK-1","4/02/2012","Test fin contract 824"
"-38840,00","MMK","MM009","MM-COFI-11","606013 Surgery equipment","BNK-MMK-1","5/02/2012","Test fin contract 825"
"-45680,00","MMK","MM009","MM-COFI-11","606014 Office equipment","BNK-MMK-1","6/02/2012","Test fin contract 826"
"-78800,00","MMK","MM009","MM-COFI-11","606015 IT equipment","BNK-MMK-1","7/02/2012","Test fin contract 827"
"-42950,00","MMK","MM009","MM-COFI-11","606016 Telecommunication equipment","BNK-MMK-1","8/02/2012","Test fin contract 828"
"-83550,00","MMK","MM009","MM-COFI-11","606017 Watsan equipment","BNK-MMK-1","9/02/2012","Test fin contract 829"
"-12300,00","MMK","MM009","MM-COFI-11","60602 Vehicles","BNK-MMK-1","10/02/2012","Test fin contract 830"
"-66680,00","MMK","MM009","MM-COFI-11","60603 Furnitures","BNK-MMK-1","11/02/2012","Test fin contract 831"
"-101020,00","MMK","MM009","MM-COFI-11","61250 Facility rentals","BNK-MMK-1","12/02/2012","Test fin contract 832"
"-8000,00","MMK","MM009","MM-COFI-11","612510 Car and small vehicle rental","BNK-MMK-1","13/02/2012","Test fin contract 833"
"-98710,00","MMK","MM009","MM-COFI-11","612519 Other transport rental","BNK-MMK-1","14/02/2012","Test fin contract 834"
"-141100,00","MMK","MM009","MM-COFI-11","61259 Other rentals","BNK-MMK-1","15/02/2012","Test fin contract 835"
"-17060,00","MMK","MM009","MM-COFI-11","61301 Vehicle maintenance and repairs","BNK-MMK-1","16/02/2012","Test fin contract 836"
"-39130,00","MMK","MM009","MM-COFI-11","61302 Other maintenance and repairs","BNK-MMK-1","17/02/2012","Test fin contract 837"
"-103010,00","MMK","MM009","MM-COFI-11","6135 Subcontracting","BNK-MMK-1","18/02/2012","Test fin contract 838"
"-93880,00","MMK","MM009","MM-COFI-11","6140 Insurance premiums","BNK-MMK-1","19/02/2012","Test fin contract 839"
"-67330,00","MMK","MM009","MM-COFI-11","61450 Telecommunication costs","BNK-MMK-1","20/02/2012","Test fin contract 840"
"-111440,00","MMK","MM009","MM-COFI-11","6200 Staff with MSF contracts","BNK-MMK-1","21/02/2012","Test fin contract 841"
"-115780,00","MMK","MM009","MM-COFI-11","62150 Social Security and Provident Fund contributions","BNK-MMK-1","22/02/2012","Test fin contract 842"
"-54650,00","MMK","MM009","MM-COFI-11","62151 Payroll taxes","BNK-MMK-1","23/02/2012","Test fin contract 843"
"-138870,00","MMK","MM009","MM-COFI-11","62501 Expat posting tariff (HQ only)","BNK-MMK-1","24/02/2012","Test fin contract 844"
"-35550,00","MMK","MM009","MM-COFI-11","6260 Perdiem and team living expenses","BNK-MMK-1","25/02/2012","Test fin contract 845"
"-126530,00","MMK","MM009","MM-COFI-11","6265 HQ employees salaries and charges","BNK-MMK-1","26/02/2012","Test fin contract 846"
"-13390,00","MMK","MM009","MM-COFI-11","6000 Medicines","BNK-MMK-1","27/02/2012","Test fin contract 847"
"-47450,00","MMK","MM009","MM-COFI-11","6005 Medical material","BNK-MMK-1","28/02/2012","Test fin contract 848"
"-21540,00","MMK","MM009","MM-COFI-11","6010 Laboratory material and reagents","BNK-MMK-1","29/02/2012","Test fin contract 849"
"-97140,00","MMK","MM009","MM-COFI-11","60151 Vaccination supplies","BNK-MMK-1","30/02/2012","Test fin contract 850"
"-79740,00","MMK","MM009","MM-COFI-11","6020 Cold chain supplies","BNK-MMK-1","1/02/2012","Test fin contract 851"
"-113670,00","MMK","MM009","MM-COFI-11","6025 Surgery material and supplies","BNK-MMK-1","2/02/2012","Test fin contract 852"
"-69400,00","MMK","MM009","MM-COFI-11","6030 Physiotherapy materials","BNK-MMK-1","3/02/2012","Test fin contract 853"
"-34450,00","MMK","MM009","MM-COFI-11","60350 Specialized Food","BNK-MMK-1","4/02/2012","Test fin contract 854"
"-128160,00","MMK","MM009","MM-COFI-11","60400 Fuel et other carburants","BNK-MMK-1","5/02/2012","Test fin contract 855"
"-69180,00","MMK","MM009","MM-COFI-11","60401 Vehicle spare parts","BNK-MMK-1","6/02/2012","Test fin contract 856"
"-5800,00","MMK","MM009","MM-COFI-11","606010 Medical equipment","BNK-MMK-1","7/02/2012","Test fin contract 857"
"-60770,00","MMK","MM009","MM-COFI-11","606011 Laboratory equipment","BNK-MMK-1","8/02/2012","Test fin contract 858"
"-13930,00","MMK","MM009","MM-COFI-11","606013 Surgery equipment","BNK-MMK-1","9/02/2012","Test fin contract 859"
"-31060,00","MMK","MM009","MM-COFI-11","606014 Office equipment","BNK-MMK-1","10/02/2012","Test fin contract 860"
"-145220,00","MMK","MM009","MM-COFI-11","606015 IT equipment","BNK-MMK-1","11/02/2012","Test fin contract 861"
"-66840,00","MMK","MM009","MM-COFI-11","606016 Telecommunication equipment","BNK-MMK-1","12/02/2012","Test fin contract 862"
"-29910,00","MMK","MM009","MM-COFI-11","606017 Watsan equipment","BNK-MMK-1","13/02/2012","Test fin contract 863"
"-140330,00","MMK","MM009","MM-COFI-11","60602 Vehicles","BNK-MMK-1","14/02/2012","Test fin contract 864"
"-17440,00","MMK","MM009","MM-COFI-11","60603 Furnitures","BNK-MMK-1","15/02/2012","Test fin contract 865"
"-31650,00","MMK","MM009","MM-COFI-11","61250 Facility rentals","BNK-MMK-1","16/02/2012","Test fin contract 866"
"-9350,00","MMK","MM009","MM-COFI-11","612510 Car and small vehicle rental","BNK-MMK-1","17/02/2012","Test fin contract 867"
"-70040,00","MMK","MM009","MM-COFI-11","612519 Other transport rental","BNK-MMK-1","18/02/2012","Test fin contract 868"
"-121560,00","MMK","MM009","MM-COFI-11","61259 Other rentals","BNK-MMK-1","19/02/2012","Test fin contract 869"
"-28920,00","MMK","MM009","MM-COFI-11","61301 Vehicle maintenance and repairs","BNK-MMK-1","20/02/2012","Test fin contract 870"
"-102120,00","MMK","MM009","MM-COFI-11","61302 Other maintenance and repairs","BNK-MMK-1","21/02/2012","Test fin contract 871"
"-15540,00","MMK","MM009","MM-COFI-11","6135 Subcontracting","BNK-MMK-1","22/02/2012","Test fin contract 872"
"-42090,00","MMK","MM009","MM-COFI-11","6140 Insurance premiums","BNK-MMK-1","23/02/2012","Test fin contract 873"
"-53700,00","MMK","MM009","MM-COFI-11","61450 Telecommunication costs","BNK-MMK-1","24/02/2012","Test fin contract 874"
"-29260,00","MMK","MM009","MM-COFI-11","6200 Staff with MSF contracts","BNK-MMK-1","25/02/2012","Test fin contract 875"
"-90970,00","MMK","MM009","MM-COFI-11","62150 Social Security and Provident Fund contributions","BNK-MMK-1","26/02/2012","Test fin contract 876"
"-23690,00","MMK","MM009","MM-COFI-11","62151 Payroll taxes","BNK-MMK-1","27/02/2012","Test fin contract 877"
"-82550,00","MMK","MM009","MM-COFI-11","62501 Expat posting tariff (HQ only)","BNK-MMK-1","28/02/2012","Test fin contract 878"
"-88500,00","MMK","MM009","MM-COFI-11","6260 Perdiem and team living expenses","BNK-MMK-1","29/02/2012","Test fin contract 879"
"-147110,00","MMK","MM009","MM-COFI-11","6265 HQ employees salaries and charges","BNK-MMK-1","30/02/2012","Test fin contract 880"
"-12260,00","MMK","MM009","MM-COFI-11","6000 Medicines","BNK-MMK-1","31/02/2012","Test fin contract 881"
"-81890,00","MMK","MM009","MM-COFI-11","6005 Medical material","BNK-MMK-1","1/02/2012","Test fin contract 882"
"-91300,00","MMK","MM009","MM-COFI-11","6010 Laboratory material and reagents","BNK-MMK-1","2/02/2012","Test fin contract 883"
"-105380,00","MMK","MM009","MM-COFI-11","60151 Vaccination supplies","BNK-MMK-1","3/02/2012","Test fin contract 884"
"-101970,00","MMK","MM009","MM-COFI-11","6020 Cold chain supplies","BNK-MMK-1","4/02/2012","Test fin contract 885"
"-38460,00","MMK","MM009","MM-COFI-11","6025 Surgery material and supplies","BNK-MMK-1","5/02/2012","Test fin contract 886"
"-146810,00","MMK","MM009","MM-COFI-11","6030 Physiotherapy materials","BNK-MMK-1","6/02/2012","Test fin contract 887"
"-39500,00","MMK","MM009","MM-COFI-11","60350 Specialized Food","BNK-MMK-1","7/02/2012","Test fin contract 888"
"-49350,00","MMK","MM009","MM-COFI-11","60400 Fuel et other carburants","BNK-MMK-1","8/02/2012","Test fin contract 889"
"-105630,00","MMK","MM009","MM-COFI-11","60401 Vehicle spare parts","BNK-MMK-1","9/02/2012","Test fin contract 890"
"-28380,00","MMK","MM009","MM-COFI-11","606010 Medical equipment","BNK-MMK-1","10/02/2012","Test fin contract 891"
"-133460,00","MMK","MM009","MM-COFI-11","606011 Laboratory equipment","BNK-MMK-1","11/02/2012","Test fin contract 892"
"-98980,00","MMK","MM009","MM-COFI-11","606013 Surgery equipment","BNK-MMK-1","12/02/2012","Test fin contract 893"
"-98950,00","MMK","MM009","MM-COFI-11","606014 Office equipment","BNK-MMK-1","13/02/2012","Test fin contract 894"
"-107830,00","MMK","MM009","MM-COFI-11","606015 IT equipment","BNK-MMK-1","14/02/2012","Test fin contract 895"
"-105210,00","MMK","MM009","MM-COFI-11","606016 Telecommunication equipment","BNK-MMK-1","15/02/2012","Test fin contract 896"
"-105260,00","MMK","MM009","MM-COFI-11","606017 Watsan equipment","BNK-MMK-1","16/02/2012","Test fin contract 897"
"-75080,00","MMK","MM009","MM-COFI-11","60602 Vehicles","BNK-MMK-1","17/02/2012","Test fin contract 898"
"-1160,00","MMK","MM009","MM-COFI-11","60603 Furnitures","BNK-MMK-1","18/02/2012","Test fin contract 899"
"-54930,00","MMK","MM009","MM-COFI-11","61250 Facility rentals","BNK-MMK-1","19/02/2012","Test fin contract 900"
"-20330,00","MMK","MM009","MM-COFI-11","612510 Car and small vehicle rental","BNK-MMK-1","20/02/2012","Test fin contract 901"
"-109890,00","MMK","MM009","MM-COFI-11","612519 Other transport rental","BNK-MMK-1","21/02/2012","Test fin contract 902"
"-22970,00","MMK","MM009","MM-COFI-11","61259 Other rentals","BNK-MMK-1","22/02/2012","Test fin contract 903"
"-95720,00","MMK","MM009","MM-COFI-11","61301 Vehicle maintenance and repairs","BNK-MMK-1","23/02/2012","Test fin contract 904"
"-38530,00","MMK","MM009","MM-COFI-11","61302 Other maintenance and repairs","BNK-MMK-1","24/02/2012","Test fin contract 905"
"-37280,00","MMK","MM009","MM-COFI-11","6135 Subcontracting","BNK-MMK-1","25/02/2012","Test fin contract 906"
"-113320,00","MMK","MM009","MM-COFI-11","6140 Insurance premiums","BNK-MMK-1","26/02/2012","Test fin contract 907"
"-118083,10","MMK","MM009","MM-COFI-11","61450 Telecommunication costs","BNK-MMK-1","27/02/2012","Test fin contract 908"
"-70390,00","MMK","MM009","MM-COFI-11","6200 Staff with MSF contracts","BNK-MMK-1","28/02/2012","Test fin contract 909"
"-115250,00","MMK","MM009","MM-COFI-11","62150 Social Security and Provident Fund contributions","BNK-MMK-1","29/02/2012","Test fin contract 910"
"-88940,00","MMK","MM009","MM-COFI-11","62151 Payroll taxes","BNK-MMK-1","30/02/2012","Test fin contract 911"
"-85850,00","MMK","MM009","MM-COFI-11","62501 Expat posting tariff (HQ only)","BNK-MMK-1","1/07/2012","Test fin contract 912"
"-18190,00","MMK","MM009","MM-COFI-11","6260 Perdiem and team living expenses","BNK-MMK-1","2/07/2012","Test fin contract 913"
"-44900,00","MMK","MM009","MM-COFI-11","6265 HQ employees salaries and charges","BNK-MMK-1","3/07/2012","Test fin contract 914"
"-135450,00","MMK","MM009","MM-COFI-11","6000 Medicines","BNK-MMK-1","4/07/2012","Test fin contract 915"
"-146200,00","MMK","MM009","MM-COFI-11","6005 Medical material","BNK-MMK-1","5/07/2012","Test fin contract 916"
"-140500,00","MMK","MM009","MM-COFI-11","6010 Laboratory material and reagents","BNK-MMK-1","6/07/2012","Test fin contract 917"
"-79870,00","MMK","MM009","MM-COFI-11","60151 Vaccination supplies","BNK-MMK-1","7/07/2012","Test fin contract 918"
"-19910,00","MMK","MM009","MM-COFI-11","6020 Cold chain supplies","BNK-MMK-1","8/07/2012","Test fin contract 919"
"-19160,00","MMK","MM009","MM-COFI-11","6025 Surgery material and supplies","BNK-MMK-1","9/07/2012","Test fin contract 920"
"-19220,00","MMK","MM009","MM-COFI-11","6030 Physiotherapy materials","BNK-MMK-1","10/07/2012","Test fin contract 921"
"-121060,00","MMK","MM009","MM-COFI-11","60350 Specialized Food","BNK-MMK-1","11/07/2012","Test fin contract 922"
"-63940,00","MMK","MM009","MM-COFI-11","60400 Fuel et other carburants","BNK-MMK-1","12/07/2012","Test fin contract 923"
"-21280,00","MMK","MM009","MM-COFI-11","60401 Vehicle spare parts","BNK-MMK-1","13/07/2012","Test fin contract 924"
"-79060,00","MMK","MM009","MM-COFI-11","606010 Medical equipment","BNK-MMK-1","14/07/2012","Test fin contract 925"
